CNPJ_RAIZ,RAZAO_SOCIAL_SEFAZ,RAZAO_SOCIAL_RFB,RAZAO_SOCIAL_REDESIM,FONTE_RECOMENDADA,RAZAO_SOCIAL_RECOMENDADA,GC,SIMILARIDADE_CAD_RFB,SIM_CAD_REDESIM,SIM_RFB_REDESIM
39669426,DANIELE ALDAIR FERREIRA DE CARVALHO 05050326354,DANIELE ALDAIR FERREIRA DE CARVALHO 05050326354,DANIELE ALDAIR FERREIRA DE CARVALHO 05050326354,REDESIM,DANIELE ALDAIR FERREIRA DE CARVALHO 05050326354,100,100,100,100
39938802,ANDRESSA BIANCA MAGALHAES DO ESPIRITO SANTO 06924733352,ANDRESSA BIANCA MAGALHAES DO ESPIRITO SANTO 06924733352,ANDRESSA BIANCA MAGALHAES DO ESPIRITO SANTO 06924733352,REDESIM,ANDRESSA BIANCA MAGALHAES DO ESPIRITO SANTO 06924733352,100,100,100,100
15597105,PERFIL CONSTRUCOES E SERVICOS LTDA,PERFIL CONSTRUCOES E SERVICOS LTDA,J M ARAUJO ABREU,REDESIM,J M ARAUJO ABREU,30,100,15,15
39998211,MASTER MAC DISTRIBUIDORA LTDA,MASTER MAC DISTRIBUIDORA LTDA,MASTER MAC DISTRIBUIDORA LTDA,REDESIM,MASTER MAC DISTRIBUIDORA LTDA,100,100,100,100
39838050,J SILVA CORREIA REPRESENTACOES,J SILVA CORREIA REPRESENTACOES,J SILVA CORREIA REPRESENTACOES,REDESIM,J SILVA CORREIA REPRESENTACOES,100,100,100,100
20782829,A  LINN E CIA LTDA,A. LINN E CIA LTDA,,SEFAZ,A  LINN E CIA LTDA,90,95,,
20401848,MARIO PINTO RODRIGUES 00330883305,MARIO PINTO RODRIGUES 00330883305,,SEFAZ,MARIO PINTO RODRIGUES 00330883305,90,100,,
20714198,W F PEREIRA MACHADO,W F PEREIRA MACHADO,,SEFAZ,W F PEREIRA MACHADO,90,100,,
20777396,ELANA VIEIRA BARROS 02288108339,ELANA VIEIRA BARROS 02288108339,,SEFAZ,ELANA VIEIRA BARROS 02288108339,90,100,,
20668814,CELY SELMA DE SOUSA CAMPOS 00418680302,CELY SELMA DE SOUSA CAMPOS 00418680302,,SEFAZ,CELY SELMA DE SOUSA CAMPOS 00418680302,90,100,,
00820378,F N PESSOA SANTOS FILHO,F N PESSOA SANTOS FILHO,,SEFAZ,F N PESSOA SANTOS FILHO,90,100,,
00876005,A W P DE HOLANDA,A W P DE HOLANDA,,SEFAZ,A W P DE HOLANDA,90,100,,
00522890,A S DE OLIVEIRA INDUSTRIA E COMERCIO,A S DE OLIVEIRA INDUSTRIA E COMERCIO,,SEFAZ,A S DE OLIVEIRA INDUSTRIA E COMERCIO,90,100,,
01201126,M  R  FONTINELE EIRELI,M. R. FONTINELE EIRELI,,SEFAZ,M  R  FONTINELE EIRELI,90,91,,
37120485,LIENE JULIA BRITO DA SILVA PEREIRA 04907441339,LIENE JULIA BRITO DA SILVA PEREIRA 04907441339,LIENE JULIA BRITO DA SILVA PEREIRA 04907441339,REDESIM,LIENE JULIA BRITO DA SILVA PEREIRA 04907441339,100,100,100,100
36444125,EDIMAR ALVES DA SILVA,EDIMAR ALVES DA SILVA,EDIMAR ALVES DA SILVA,REDESIM,EDIMAR ALVES DA SILVA,100,100,100,100
36975231,INGRID TAYNNA SILVA ARAUJO 61596216379,INGRID TAYNNA SILVA ARAUJO 61596216379,,SEFAZ,INGRID TAYNNA SILVA ARAUJO 61596216379,90,100,,
36852977,PETCLIN CLINICA VETERINARIA E PETSHOP LTDA,PETCLIN CLINICA VETERINARIA E PETSHOP LTDA,PETCLIN CLINICA VETERINARIA E PETSHOP LTDA,REDESIM,PETCLIN CLINICA VETERINARIA E PETSHOP LTDA,100,100,100,100
39514303,VALDENIRA MONTEIRO SILVA LIMA 00616301286,VALDENIRA MONTEIRO SILVA LIMA 00616301286,VALDENIRA MONTEIRO SILVA LIMA 00616301286,REDESIM,VALDENIRA MONTEIRO SILVA LIMA 00616301286,100,100,100,100
39855003,E M DE OLIVEIRA SANTOS,E M DE OLIVEIRA SANTOS,E M DE OLIVEIRA SANTOS,REDESIM,E M DE OLIVEIRA SANTOS,100,100,100,100
39978053,JOAO JOSE MARTINS GARCIA 23524090397,JOAO JOSE MARTINS GARCIA 23524090397,JOAO JOSE MARTINS GARCIA 23524090397,REDESIM,JOAO JOSE MARTINS GARCIA 23524090397,100,100,100,100
39945129,FREDSON LIMA DE BARROS 00465898300,FREDSON LIMA DE BARROS 00465898300,FREDSON LIMA DE BARROS 00465898300,REDESIM,FREDSON LIMA DE BARROS 00465898300,100,100,100,100
20601523,INSTITUTO DE ENSINO CRISTO REI SOCIEDADE LTDA,INSTITUTO DE ENSINO CRISTO REI SOCIEDADE LTDA,,SEFAZ,INSTITUTO DE ENSINO CRISTO REI SOCIEDADE LTDA,90,100,,
10278608,IGO DIMPSON FERNANDES BASTOS   ME,IGO DIMPSON FERNANDES BASTOS,,SEFAZ,IGO DIMPSON FERNANDES BASTOS   ME,50,85,,
20712867,TRANSMAIA LTDA,TRANSMAIA LTDA,,SEFAZ,TRANSMAIA LTDA,90,100,,
20430979,ADERALDO COMERCIO  CONSTRUCAO & TRANSPORTE LTDA,"ADERALDO COMERCIO, CONSTRUCAO & TRANSPORTE LTDA",,SEFAZ,ADERALDO COMERCIO  CONSTRUCAO & TRANSPORTE LTDA,90,98,,
20742468,CRISTO REIS FERREIRA DA SILVA GUAJAJARA 05356561300,CRISTO REIS FERREIRA DA SILVA GUAJAJARA 05356561300,,SEFAZ,CRISTO REIS FERREIRA DA SILVA GUAJAJARA 05356561300,90,100,,
20782883,G  S  COELHO,G. S. COELHO,,SEFAZ,G  S  COELHO,50,84,,
20371089,SAMYA ROSSANE DE ARAUJO DOS SANTOS COSTA 48315036300,SAMYA ROSSANE DE ARAUJO DOS SANTOS COSTA 48315036300,,SEFAZ,SAMYA ROSSANE DE ARAUJO DOS SANTOS COSTA 48315036300,90,100,,
22528641,L  RODRIGUES COMERCIO,L. RODRIGUES COMERCIO,L. RODRIGUES COMERCIO - ME,REDESIM,L. RODRIGUES COMERCIO - ME,30,96,77,81
22699377,PAULO ROBERTO VIVEIROS 00429272340,PAULO ROBERTO VIVEIROS 00429272340,,SEFAZ,PAULO ROBERTO VIVEIROS 00429272340,90,100,,
22539682,MARCIA DE RIBAMAR CARVALHO 95158936315,MARCIA DE RIBAMAR CARVALHO 95158936315,,SEFAZ,MARCIA DE RIBAMAR CARVALHO 95158936315,90,100,,
23427497,WALYSSON DAVID E SILVA 73330787104,WALYSSON DAVID E SILVA 73330787104,,SEFAZ,WALYSSON DAVID E SILVA 73330787104,90,100,,
23258405,C DO NASCIMENTO SOUZA & CIA LTDA,C DO NASCIMENTO SOUZA & CIA LTDA,,SEFAZ,C DO NASCIMENTO SOUZA & CIA LTDA,90,100,,
36905077,DEUSIMAR ALVES DE GOIS 19940386168,DEUSIMAR ALVES DE GOIS 19940386168,,SEFAZ,DEUSIMAR ALVES DE GOIS 19940386168,90,100,,
36460263,MYLLA COROLLYNNE MENDES CARVALHO,MYLLA COROLLYNNE MENDES CARVALHO,MYLLA COROLLYNNE MENDES CARVALHO,REDESIM,MYLLA COROLLYNNE MENDES CARVALHO,100,100,100,100
36409657,JORGE LUIS COELHO 47156678353,JORGE LUIS COELHO 47156678353,JORGE LUIS COELHO 47156678353,REDESIM,JORGE LUIS COELHO 47156678353,100,100,100,100
32854152,L FERNANDES RAMOS EIRELI,L FERNANDES RAMOS EIRELI,L FERNANDES RAMOS EIRELI,REDESIM,L FERNANDES RAMOS EIRELI,100,100,100,100
39475135,QUEILA CRISTINA FIGUEIREDO LEITE 69167460330,QUEILA CRISTINA FIGUEIREDO LEITE 69167460330,QUEILA CRISTINA FIGUEIREDO LEITE 69167460330,REDESIM,QUEILA CRISTINA FIGUEIREDO LEITE 69167460330,100,100,100,100
18646431,FRANCISCA VIANA OLIVEIRA 02897002301,FRANCISCA VIANA OLIVEIRA 02897002301,,SEFAZ,FRANCISCA VIANA OLIVEIRA 02897002301,90,100,,
18904017,G  DE J BRITO CASTRO EIRELI,G. DE J.BRITO CASTRO EIRELI,G. DE J.BRITO CASTRO EIRELI,REDESIM,G. DE J.BRITO CASTRO EIRELI,100,93,93,100
18905412,REGINALDO SILVA COSTA 49897543368,REGINALDO SILVA COSTA 49897543368,REGINALDO SILVA COSTA 49897543368,REDESIM,REGINALDO SILVA COSTA 49897543368,100,100,100,100
18603367,ROSIVALDO SERRA DE SOUSA 97457353372,ROSIVALDO SERRA DE SOUSA 97457353372,,SEFAZ,ROSIVALDO SERRA DE SOUSA 97457353372,90,100,,
18548725,GLECIANY SILVA CARVALHO LOPES 02417620146,GLECIANY SILVA CARVALHO LOPES 02417620146,,SEFAZ,GLECIANY SILVA CARVALHO LOPES 02417620146,90,100,,
20429370,JOSE JORGE CARVALHO BERREDO 73060836353,JOSE JORGE CARVALHO BERREDO 73060836353,,SEFAZ,JOSE JORGE CARVALHO BERREDO 73060836353,90,100,,
20594056,JOSE CARLOS DA LUZ 05073756967,JOSE CARLOS DA LUZ 05073756967,,SEFAZ,JOSE CARLOS DA LUZ 05073756967,90,100,,
20343857,GONCALO BARBOSA MARTINS 29092310387,GONCALO BARBOSA MARTINS 29092310387,GONCALO BARBOSA MARTINS 29092310387,REDESIM,GONCALO BARBOSA MARTINS 29092310387,100,100,100,100
20864110,FERNANDO CARLOS DA SILVA 01583274383,FERNANDO CARLOS DA SILVA 01583274383,,SEFAZ,FERNANDO CARLOS DA SILVA 01583274383,90,100,,
20641298,DAURILENE MARQUES CABRAL 94582564372,DAURILENE MARQUES CABRAL 94582564372,DAURILENE MARQUES CABRAL 94582564372,REDESIM,DAURILENE MARQUES CABRAL 94582564372,100,100,100,100
20820852,FELICIANO DOS REIS FRASAO,FELICIANO DOS REIS FRASAO,,SEFAZ,FELICIANO DOS REIS FRASAO,90,100,,
20769516,A  A  L  FONTENELLE,A. A. L. FONTENELLE,A. A. L. FONTENELLE-ME,REDESIM,A. A. L. FONTENELLE-ME,30,85,73,87
20816089,MARIA DA CONCEICAO DE SOUSA ALVES 95150730300,MARIA DA CONCEICAO DE SOUSA ALVES 95150730300,,SEFAZ,MARIA DA CONCEICAO DE SOUSA ALVES 95150730300,90,100,,
20650285,A B DE ALMEIDA NETO EIRELI,A B DE ALMEIDA NETO EIRELI,,SEFAZ,A B DE ALMEIDA NETO EIRELI,90,100,,
23679587,MARIA EDNA ALVES DE ANDRADE 02068936399,MARIA EDNA ALVES DE ANDRADE 02068936399,,SEFAZ,MARIA EDNA ALVES DE ANDRADE 02068936399,90,100,,
23385462,ANTONIO LUIS MOTA SILVA 99622920349,ANTONIO LUIS MOTA SILVA 99622920349,,SEFAZ,ANTONIO LUIS MOTA SILVA 99622920349,90,100,,
23285159,W F  DE SOUSA COM  SERVICOS EIRELI,L D CARVALHO SILVA CONSTRUCOES EIRELI,L D CARVALHO SILVA CONSTRUCOES EIRELI,REDESIM,L D CARVALHO SILVA CONSTRUCOES EIRELI,70,46,46,100
24311982,ADRIANA ALMEIDA COSTA CURVINA,ADRIANA ALMEIDA COSTA CURVINA,ADRIANA ALMEIDA COSTA CURVINA,REDESIM,ADRIANA ALMEIDA COSTA CURVINA,100,100,100,100
37242996,MARCONE OLIVEIRA PACHECO 02721674366,MARCONE OLIVEIRA PACHECO 02721674366,,SEFAZ,MARCONE OLIVEIRA PACHECO 02721674366,90,100,,
37721604,KENNIA CARREIRO LIMA FONSECA 06433872344,KENNIA CARREIRO LIMA FONSECA 06433872344,,SEFAZ,KENNIA CARREIRO LIMA FONSECA 06433872344,90,100,,
37794574,M T S RIBEIRO CONFEITARIA,M T S RIBEIRO CONFEITARIA,M T S RIBEIRO CONFEITARIA,REDESIM,M T S RIBEIRO CONFEITARIA,100,100,100,100
38017188,JONATAS MENDONCA MENDES 52270599349,JONATAS MENDONCA MENDES 52270599349,JONATAS MENDONCA MENDES 52270599349,REDESIM,JONATAS MENDONCA MENDES 52270599349,100,100,100,100
37979331,HELIA PEREIRA RODRIGUES 29255040359,HELIA PEREIRA RODRIGUES 29255040359,HELIA PEREIRA RODRIGUES 29255040359,REDESIM,HELIA PEREIRA RODRIGUES 29255040359,100,100,100,100
18558931,M D S DOS SANTOS VARIEDADES,M D S DOS SANTOS VARIEDADES,,SEFAZ,M D S DOS SANTOS VARIEDADES,90,100,,
18800414,FRANCISCO DE ASSIS MENDES 41219503304,FRANCISCO DE ASSIS MENDES 41219503304,,SEFAZ,FRANCISCO DE ASSIS MENDES 41219503304,90,100,,
18870195,M C M FERREIRA   COMERCIO,M C M FERREIRA - COMERCIO,,SEFAZ,M C M FERREIRA   COMERCIO,90,96,,
20407740,EMARNE DA CONCEICAO SOUZA 50777173387,EMARNE DA CONCEICAO SOUZA 50777173387,,SEFAZ,EMARNE DA CONCEICAO SOUZA 50777173387,90,100,,
20647094,M HENRIQUE SAMPAIO BRITO JUNIOR,M HENRIQUE SAMPAIO BRITO JUNIOR,,SEFAZ,M HENRIQUE SAMPAIO BRITO JUNIOR,90,100,,
20443765,CAIZA SOUZA BIONE CARVALHO 05680688310,CAIZA SOUZA BIONE CARVALHO 05680688310,,SEFAZ,CAIZA SOUZA BIONE CARVALHO 05680688310,90,100,,
21481465,FRANCISCO DE SOUSA SILVA 01462051383,FRANCISCO DE SOUSA SILVA 01462051383,,SEFAZ,FRANCISCO DE SOUSA SILVA 01462051383,90,100,,
21572267,ADRIANA SAMPAIO DOS REIS 63386038387,ADRIANA SAMPAIO DOS REIS 63386038387,,SEFAZ,ADRIANA SAMPAIO DOS REIS 63386038387,90,100,,
21637201,FRANCISCA IVANIA CRUZ DA SILVA 04216845347,FRANCISCA IVANIA CRUZ DA SILVA 04216845347,,SEFAZ,FRANCISCA IVANIA CRUZ DA SILVA 04216845347,90,100,,
21333154,A S GUEDES COMERCIO VAREJISTA DE MADEIRA E ARTEFATOS   EIRELI,A S GUEDES COMERCIO VAREJISTA DE MADEIRA E ARTEFATOS - EIRELI,,SEFAZ,A S GUEDES COMERCIO VAREJISTA DE MADEIRA E ARTEFATOS   EIRELI,90,99,,
23412618,A MOREIRA DE SOUZA JUNIOR,A MOREIRA DE SOUZA JUNIOR,,SEFAZ,A MOREIRA DE SOUZA JUNIOR,90,100,,
23702497,NILTON SANTOS DA SILVA 75964961304,NILTON SANTOS DA SILVA 75964961304,,SEFAZ,NILTON SANTOS DA SILVA 75964961304,90,100,,
23523548,MERX DISTRIBUICAO IMPORTACAO E EXPORTACAO LTDA,"MERX DISTRIBUICAO, IMPORTACAO E EXPORTACAO LTDA","MERX DISTRIBUIÇÃO, IMPORTAÇÃO E EXPORTAÇÃO LTDA",REDESIM,"MERX DISTRIBUIÇÃO, IMPORTAÇÃO E EXPORTAÇÃO LTDA",30,98,76,78
23446629,ROBERTO BEZERRA DE BARROS 00133831329,ROBERTO BEZERRA DE BARROS 00133831329,,SEFAZ,ROBERTO BEZERRA DE BARROS 00133831329,90,100,,
23607242,CLEIDISNERE FIGUEREDO COSTA COMERCIO EIRELI,CLEIDISNERE FIGUEREDO COSTA COMERCIO EIRELI,CLEIDISNERE FIGUEREDO COSTA,REDESIM,CLEIDISNERE FIGUEREDO COSTA,30,100,63,63
37248839,PAULO MANUEL DOS SANTOS VIEIRA 04993060319,PAULO MANUEL DOS SANTOS VIEIRA 04993060319,,SEFAZ,PAULO MANUEL DOS SANTOS VIEIRA 04993060319,90,100,,
37535154,GILBERTO DO NASCIMENTO DA SILVA 60196336325,GILBERTO DO NASCIMENTO DA SILVA 60196336325,,SEFAZ,GILBERTO DO NASCIMENTO DA SILVA 60196336325,90,100,,
38050778,LUIS CARLOS DOS SANTOS DE JESUS 01180858328,LUIS CARLOS DOS SANTOS DE JESUS 01180858328,LUIS CARLOS DOS SANTOS DE JESUS 01180858328,REDESIM,LUIS CARLOS DOS SANTOS DE JESUS 01180858328,100,100,100,100
37593614,JEFERSON PESTANA CARLOS 04248027321,JEFERSON PESTANA CARLOS 04248027321,,SEFAZ,JEFERSON PESTANA CARLOS 04248027321,90,100,,
37598973,JOSE RIBAMAR DE LIMA SILVA 16339169287,JOSE RIBAMAR DE LIMA SILVA 16339169287,,SEFAZ,JOSE RIBAMAR DE LIMA SILVA 16339169287,90,100,,
38542621,SERGIO REIS SANTOS RODRIGUES 05326764326,SERGIO REIS SANTOS RODRIGUES 05326764326,SERGIO REIS SANTOS RODRIGUES 05326764326,REDESIM,SERGIO REIS SANTOS RODRIGUES 05326764326,100,100,100,100
39802059,LOTERIAS M ROMA LTDA,LOTERIAS M ROMA LTDA,LOTERIAS M ROMA LTDA,REDESIM,LOTERIAS M ROMA LTDA,100,100,100,100
18614954,FABIANA CARVALHO FERREIRA 66243394387,FABIANA CARVALHO FERREIRA 66243394387,,SEFAZ,FABIANA CARVALHO FERREIRA 66243394387,90,100,,
18559092,ANDRE FURTADO E SILVA 71654259349,ANDRE FURTADO E SILVA 71654259349,ANDRE FURTADO E SILVA 71654259349,REDESIM,ANDRE FURTADO E SILVA 71654259349,100,100,100,100
18983101,ALCIDES JORGE SOARES MARTINS 69518408220,ALCIDES JORGE SOARES MARTINS 69518408220,,SEFAZ,ALCIDES JORGE SOARES MARTINS 69518408220,90,100,,
18880395,BRENDA CARVALHO PEREIRA 05165842355,BRENDA CARVALHO PEREIRA 05165842355,,SEFAZ,BRENDA CARVALHO PEREIRA 05165842355,90,100,,
08890610,J  GOMES DE OLIVEIRA   ME,J. GOMES DE OLIVEIRA,,SEFAZ,J  GOMES DE OLIVEIRA   ME,50,76,,
21641516,LUIZ ALBERTO ARAUJO RODRIGUES 82324697300,LUIZ ALBERTO ARAUJO RODRIGUES 82324697300,,SEFAZ,LUIZ ALBERTO ARAUJO RODRIGUES 82324697300,90,100,,
21593163,N DE S RODRIGUES EIRELI,N. DE S. RODRIGUES EIRELI,N. DE S. RODRIGUES EIRELI-ME,REDESIM,N. DE S. RODRIGUES EIRELI-ME,70,92,83,90
23528667,MARCOS DOS SANTOS COSTA 06329217300,MARCOS DOS SANTOS COSTA 06329217300,,SEFAZ,MARCOS DOS SANTOS COSTA 06329217300,90,100,,
23235242,MARIA TELMA PEREIRA DA CRUZ SILVA 00267174330,MARIA TELMA PEREIRA DA CRUZ SILVA 00267174330,,SEFAZ,MARIA TELMA PEREIRA DA CRUZ SILVA 00267174330,90,100,,
11273273,F DE SOUSA XAVIER ME,F DE SOUSA XAVIER,,SEFAZ,F DE SOUSA XAVIER ME,50,85,,
12527800,M G MENDES RIBEIRO ME,M G MENDES RIBEIRO,,SEFAZ,M G MENDES RIBEIRO ME,50,86,,
11092343,MARIA GERACINDA DA SILVA ME,MARIA GERACINDA DA SILVA,,SEFAZ,MARIA GERACINDA DA SILVA ME,50,89,,
38026500,LUCIANO CLAY MARTINS NUNES 00847705382,LUCIANO CLAY MARTINS NUNES 00847705382,LUCIANO CLAY MARTINS NUNES 00847705382,REDESIM,LUCIANO CLAY MARTINS NUNES 00847705382,100,100,100,100
37895058,A L DE SOUSA PANIFICADORA,A L DE SOUSA PANIFICADORA,,SEFAZ,A L DE SOUSA PANIFICADORA,90,100,,
37168352,E R LINDOSO CUNHA,E R LINDOSO CUNHA,,SEFAZ,E R LINDOSO CUNHA,90,100,,
32329382,G R S KNORST LTDA,G R S KNORST LTDA,DVM SERVIÇOS LTDA,REDESIM,DVM SERVIÇOS LTDA,30,100,39,39
37742120,JOSE MARIA DOS SANTOS FILHO 02009497309,JOSE MARIA DOS SANTOS FILHO 02009497309,JOSE MARIA DOS SANTOS FILHO 02009497309,REDESIM,JOSE MARIA DOS SANTOS FILHO 02009497309,100,100,100,100
37802381,MOURA E MOURA COMERCIO LTDA,MOURA E MOURA COMERCIO LTDA,MOURA E MOURA COMERCIO LTDA,REDESIM,MOURA E MOURA COMERCIO LTDA,100,100,100,100
37868983,EDIVALDO BESERRA 93592523368,EDIVALDO BESERRA 93592523368,,SEFAZ,EDIVALDO BESERRA 93592523368,90,100,,
18908527,SANDRA MARIA DA SILVA 49017454334,SANDRA MARIA DA SILVA 49017454334,,SEFAZ,SANDRA MARIA DA SILVA 49017454334,90,100,,
18931929,ADALBERTO SILVEIRA BALDEZ 44485212300,ADALBERTO SILVEIRA BALDEZ 44485212300,,SEFAZ,ADALBERTO SILVEIRA BALDEZ 44485212300,90,100,,
18585066,VANESSA DE SOUSA MENESES 04806842354,VANESSA DE SOUSA MENESES 04806842354,,SEFAZ,VANESSA DE SOUSA MENESES 04806842354,90,100,,
18582399,DALBERTO ALVES VIANA 10072012315,DALBERTO ALVES VIANA 10072012315,,SEFAZ,DALBERTO ALVES VIANA 10072012315,90,100,,
21376296,TIAGO DA SILVA PENHA 60827456395,TIAGO DA SILVA PENHA 60827456395,,SEFAZ,TIAGO DA SILVA PENHA 60827456395,90,100,,
21649404,THIANE CAMILA DA SILVA PEREIRA 03719061302,THIANE CAMILA DA SILVA PEREIRA 03719061302,THIANE CAMILA DA SILVA PEREIRA 03719061302,REDESIM,THIANE CAMILA DA SILVA PEREIRA 03719061302,100,100,100,100
21666262,Z COSTA RODRIGUES,Z COSTA RODRIGUES,Z COSTA RODRIGUES,REDESIM,Z COSTA RODRIGUES,100,100,100,100
21465007,ELINALDO RODRIGUES SANTOS 02654122344,ELINALDO RODRIGUES SANTOS 02654122344,,SEFAZ,ELINALDO RODRIGUES SANTOS 02654122344,90,100,,
21675449,CLEANE SOUZA SANTOS 00804212104,CLEANE SOUZA SANTOS 00804212104,,SEFAZ,CLEANE SOUZA SANTOS 00804212104,90,100,,
12120002,J M PENHA DE ALMEIDA ME,J M PENHA DE ALMEIDA,,SEFAZ,J M PENHA DE ALMEIDA ME,50,87,,
10355113,M P F SILVA   ME,M P F SILVA,,SEFAZ,M P F SILVA   ME,50,69,,
35116458,BUGANVILIA CONFECCOES LTDA ME,BUGANVILIA CONFECCOES LTDA,,SEFAZ,BUGANVILIA CONFECCOES LTDA ME,90,90,,
23600208,VANDERLENE REBELO DA SILVA,VANDERLENE REBELO DA SILVA,,SEFAZ,VANDERLENE REBELO DA SILVA,90,100,,
23666738,A G MARTINS,A G MARTINS,,SEFAZ,A G MARTINS,90,100,,
12523007,ERNANI DOS REMEDIOS RIBEIRO MARTINS ME,ERNANI DOS REMEDIOS RIBEIRO MARTINS,,SEFAZ,ERNANI DOS REMEDIOS RIBEIRO MARTINS ME,90,93,,
35104090,M LOPES DE ARAUJO ME,M LOPES DE ARAUJO,,SEFAZ,M LOPES DE ARAUJO ME,50,85,,
11016201,BERNARDA ALVES ROCHA,BERNARDA ALVES ROCHA,,SEFAZ,BERNARDA ALVES ROCHA,90,100,,
12561437,L LISBOA DE CASTRO   ME,L LISBOA DE CASTRO,,SEFAZ,L LISBOA DE CASTRO   ME,50,79,,
37632995,ANDREIA MARIA CUNHA DOS SANTOS RODRIGUES BRANDAO 04494336335,ANDREIA MARIA CUNHA DOS SANTOS RODRIGUES BRANDAO 04494336335,,SEFAZ,ANDREIA MARIA CUNHA DOS SANTOS RODRIGUES BRANDAO 04494336335,90,100,,
37621530,JULIO CESAR NASCIMENTO REIS 80817408304,JULIO CESAR NASCIMENTO REIS 80817408304,,SEFAZ,JULIO CESAR NASCIMENTO REIS 80817408304,90,100,,
37822880,DANIELLA SANTOS MONTEIRO 60881787361,DANIELLA SANTOS MONTEIRO 60881787361,DANIELLA SANTOS MONTEIRO 60881787361,REDESIM,DANIELLA SANTOS MONTEIRO 60881787361,100,100,100,100
37367555,MONALIZA BELFORT DE SOUSA 61545576394,MONALIZA BELFORT DE SOUSA 61545576394,,SEFAZ,MONALIZA BELFORT DE SOUSA 61545576394,90,100,,
38053839,ERINALDO SILVA LIMA 05595270390,ERINALDO SILVA LIMA 05595270390,ERINALDO SILVA LIMA 05595270390,REDESIM,ERINALDO SILVA LIMA 05595270390,100,100,100,100
37214295,DANISON DO ROSARIO COELHO 61121367321,DANISON DO ROSARIO COELHO 61121367321,,SEFAZ,DANISON DO ROSARIO COELHO 61121367321,90,100,,
37852552,FRANCISCO NILSON DE PAULA VASCONCELOS 66163536304,FRANCISCO NILSON DE PAULA VASCONCELOS 66163536304,FRANCISCO NILSON DE PAULA VASCONCELOS 66163536304,REDESIM,FRANCISCO NILSON DE PAULA VASCONCELOS 66163536304,100,100,100,100
37347971,ROBSSON BRAUNA CUNHA,ROBSSON BRAUNA CUNHA,,SEFAZ,ROBSSON BRAUNA CUNHA,90,100,,
37291855,MARINA CAMPOS CRUZ BORGES 04740488370,MARINA CAMPOS CRUZ BORGES 04740488370,,SEFAZ,MARINA CAMPOS CRUZ BORGES 04740488370,90,100,,
18593217,A H P CAMARA MOVEIS E ELETRODOMESTICOS   ME,A H P CAMARA MOVEIS E ELETRODOMESTICOS,,SEFAZ,A H P CAMARA MOVEIS E ELETRODOMESTICOS   ME,50,89,,
18960089,JOSE RIBAMAR NUNES JUNIOR 66209757391,JOSE RIBAMAR NUNES JUNIOR 66209757391,,SEFAZ,JOSE RIBAMAR NUNES JUNIOR 66209757391,90,100,,
07994107,W  SOARES DE ALMEIDA   ME,W. SOARES DE ALMEIDA,,SEFAZ,W  SOARES DE ALMEIDA   ME,50,76,,
19609855,THIONYO SOARES TENORIO 05308746362,THIONYO SOARES TENORIO 05308746362,,SEFAZ,THIONYO SOARES TENORIO 05308746362,90,100,,
02216561,RIBEIRO CORREIA COMERCIAL LTDA,RIBEIRO CORREIA COMERCIAL LTDA,,SEFAZ,RIBEIRO CORREIA COMERCIAL LTDA,90,100,,
21512731,M  DO R  OLIVEIRA MESQUITA,M. DO R. OLIVEIRA MESQUITA,,SEFAZ,M  DO R  OLIVEIRA MESQUITA,90,93,,
21511821,SABRINA DOS SANTOS RODRIGUES 02826457217,SABRINA DOS SANTOS RODRIGUES 02826457217,,SEFAZ,SABRINA DOS SANTOS RODRIGUES 02826457217,90,100,,
21669373,LEONILSON DA SILVA CUNHA 01795504382,LEONILSON DA SILVA CUNHA 01795504382,,SEFAZ,LEONILSON DA SILVA CUNHA 01795504382,90,100,,
21351568,HOZANA FERNANDES COSTA 61651443300,HOZANA FERNANDES COSTA 61651443300,,SEFAZ,HOZANA FERNANDES COSTA 61651443300,90,100,,
12515029,ILKA D DE SOUSA SILVA ME,ILKA D DE SOUSA SILVA,,SEFAZ,ILKA D DE SOUSA SILVA ME,50,88,,
23427776,L C SOUSA,L C SOUZA,,SEFAZ,L C SOUSA,50,89,,
23679145,M J M DE CARVALHO,M J M DE CARVALHO,,SEFAZ,M J M DE CARVALHO,90,100,,
11775970,Z S GANTZIAS ME,Z S GANTZIAS,,SEFAZ,Z S GANTZIAS ME,50,80,,
12524476,MARIANO GARCIA DA CONCEICAO ME,MARIANO GARCIA DA CONCEICAO,,SEFAZ,MARIANO GARCIA DA CONCEICAO ME,90,90,,
10419216,J A B DOMINICE ME,J A B DOMINICE,J A B DOMINICE ME,REDESIM,J A B DOMINICE ME,70,83,100,83
11305703,COSTA & OLIMPIO LTDA ME,COSTA & OLIMPIO LTDA,,SEFAZ,COSTA & OLIMPIO LTDA ME,50,87,,
11775947,J R DO CARMO ME,J R DO CARMO,,SEFAZ,J R DO CARMO ME,50,80,,
12495552,NUBIA MARIA COSTA FREITAS,NUBIA MARIA COSTA FREITAS,,SEFAZ,NUBIA MARIA COSTA FREITAS,90,100,,
37659305,JOAO VITOR VIEIRA OLIVEIRA 08002543335,JOAO VITOR VIEIRA OLIVEIRA 08002543335,,SEFAZ,JOAO VITOR VIEIRA OLIVEIRA 08002543335,90,100,,
